5.000999942421913147e-02,1.000199988484382629e-01,1.500300019979476929e-01,2.000399976968765259e-01,2.500500082969665527e-01,3.000600039958953857e-01,3.500699996948242188e-01,4.000799953937530518e-01,4.500899910926818848e-01,5.001000165939331055e-01,5.501099824905395508e-01,6.001200079917907715e-01,6.501299738883972168e-01,7.001399993896484375e-01,7.501499652862548828e-01,8.001599907875061035e-01,9.001799821853637695e-01,1.000200033187866211e+00,1.100219964981079102e+00,1.200240015983581543e+00,1.300259947776794434e+00,1.400279998779296875e+00,1.500299930572509766e+00,1.600319981575012207e+00,1.800359964370727539e+00,2.000400066375732422e+00,2.200439929962158203e+00,2.400480031967163086e+00,2.600519895553588867e+00,2.800559997558593750e+00,3.000599861145019531e+00,3.200639963150024414e+00,3.600719928741455078e+00,4.000800132751464844e+00,4.400879859924316406e+00,4.800960063934326172e+00,5.201039791107177734e+00,5.601119995117187500e+00,6.001199722290039062e+00,6.401279926300048828e+00,7.201439857482910156e+00,8.001600265502929688e+00,8.801759719848632812e+00,9.601920127868652344e+00,1.040207958221435547e+01,1.120223999023437500e+01,1.200239944458007812e+01,1.280255985260009766e+01,1.440287971496582031e+01,1.600320053100585938e+01,1.760351943969726562e+01,1.920384025573730469e+01,2.080415916442871094e+01,2.240447998046875000e+01,2.400479888916015625e+01,2.560511970520019531e+01,2.880575942993164062e+01,3.200640106201171875e+01,3.520703887939453125e+01
1.105009555816650391e+00,1.104575514793395996e+00,1.104625225067138672e+00,1.104825854301452637e+00,1.104608297348022461e+00,1.104513764381408691e+00,1.104405999183654785e+00,1.104421257972717285e+00,1.104414463043212891e+00,1.104303121566772461e+00,1.104202628135681152e+00,1.104336977005004883e+00,1.104155421257019043e+00,1.104207396507263184e+00,1.104035854339599609e+00,1.104115962982177734e+00,1.104057669639587402e+00,1.104000568389892578e+00,1.104021191596985085e+00,1.103879451751708984e+00,1.103775739669799805e+00,1.103786349296569824e+00,1.103644728660583496e+00,1.103694558143615723e+00,1.103590369224548340e+00,1.103492856025695801e+00,1.103213667869567871e+00,1.103112697601318359e+00,1.103073120117187500e+00,1.102980494499206543e+00,1.102858304977416992e+00,1.102776646614074707e+00,1.102470517158508301e+00,1.102274656295776145e+00,1.102162241935729980e+00,1.101905584335327370e+00,1.101765871047973633e+00,1.101581454277038574e+00,1.101318120956420898e+00,1.101168751716613770e+00,1.100939869880676270e+00,1.100550055503845215e+00,1.100162982940673828e+00,1.100032687187194824e+00,1.099638104438781738e+00,1.099370121955871582e+00,1.099067568778991699e+00,1.098700165748596191e+00,1.098021864891052246e+00,1.097309112548828125e+00,1.096687793731689453e+00,1.096107006072998047e+00,1.096045017242431641e+00,1.095616459846496582e+00,1.095144867897033691e+00,1.094790697097778320e+00,1.093517661094665527e+00,1.093141555786132812e+00,0.000000000000000000e+00
6.364497542391286955e-02,6.362674385319219694e-02,6.364364922056661711e-02,6.364966183910833464e-02,6.361289322386251555e-02,6.362509727488027678e-02,6.363093107948766813e-02,6.361418962488638029e-02,6.363824009905325041e-02,6.362873315821157560e-02,6.359846889982687101e-02,6.360802054415212736e-02,6.359758973131643400e-02,6.361696124086843596e-02,6.359393894682394133e-02,6.361697614202962980e-02,6.363561004410253630e-02,6.363890320072637663e-02,6.364392489204870329e-02,6.364621967087255583e-02,6.363857537518011198e-02,6.362376362095342741e-02,6.364268064508901701e-02,6.364994496117101774e-02,6.364046037207113371e-02,6.364278495321737394e-02,6.362874060879217253e-02,6.362265348444448576e-02,6.361670047054754362e-02,6.362188607464300261e-02,6.362251937399374113e-02,6.358446180830465422e-02,6.358168274174200163e-02,6.357520818720327482e-02,6.358855217705236540e-02,6.359306722889410124e-02,6.355680525312887297e-02,6.354194879541860685e-02,6.351952254782186613e-02,6.352446228275762663e-02,6.356493383656011686e-02,6.353400647650228605e-02,6.348555535088049040e-02,6.351958960304723845e-02,6.349246948967443571e-02,6.347246468077169523e-02,6.345912814150320158e-02,6.341295689354406462e-02,6.338522583256231413e-02,6.330665946016775236e-02,6.321659684191213713e-02,6.318093836317525969e-02,6.341281533251270919e-02,6.341420114050375090e-02,6.335740536461340056e-02,6.344132870445715056e-02,6.338633596907125578e-02,6.381808966408239470e-02,1.000000000000099920e+00
1.108126282691955566e+00,1.107879161834716797e+00,1.107884168624877930e+00,1.107729196548461914e+00,1.107677340507507324e+00,1.107658386230468750e+00,1.107532382011413574e+00,1.107521414756774902e+00,1.107378005981445312e+00,1.107329726219177246e+00,1.107373476028442383e+00,1.107220292091369629e+00,1.107157707214355469e+00,1.107057809829711914e+00,1.107100009918212891e+00,1.107029438018798828e+00,1.106920361518859863e+00,1.106637001037597656e+00,1.106637120246887207e+00,1.106537580490112305e+00,1.106323242187500000e+00,1.106252193450927734e+00,1.106176376342773438e+00,1.106100678443908691e+00,1.105847716331481934e+00,1.105663180351257324e+00,1.105629563331604004e+00,1.105213403701782227e+00,1.105097413063049316e+00,1.104940772056579590e+00,1.104846715927124023e+00,1.104657888412475586e+00,1.104315638542175293e+00,1.103947520256042480e+00,1.103609561920166016e+00,1.103266835212707520e+00,1.102918744087219238e+00,1.102668881416320801e+00,1.102378606796264648e+00,1.102038145065307617e+00,1.101507663726806641e+00,1.101012349128723145e+00,1.100544691085815430e+00,1.100090384483337402e+00,1.099754095077514648e+00,1.099303245544433594e+00,1.098959088325500488e+00,1.098476290702819824e+00,1.097777724266052246e+00,1.097111463546752930e+00,1.096379756927490234e+00,1.095761060714721680e+00,1.095114350318908691e+00,1.094332695007324219e+00,1.093641400337219238e+00,1.093393445014953613e+00,1.092349767684936523e+00,1.091569066047668457e+00,0.000000000000000000e+00
2.778162807236181017e-02,2.777153439829812762e-02,2.777629904458985693e-02,2.777587994943128344e-02,2.778301760564313994e-02,2.778024598966108080e-02,2.777786552916036711e-02,2.777872048328385718e-02,2.777480147788987871e-02,2.777465991685854063e-02,2.777624875317083117e-02,2.777546457956300147e-02,2.778148092339502440e-02,2.777729555974469550e-02,2.777482755492197142e-02,2.777160331616864569e-02,2.777504920969472296e-02,2.777578681717382883e-02,2.777267806241975542e-02,2.777557633827195879e-02,2.777458354840741869e-02,2.777500264356599913e-02,2.777396328757272825e-02,2.778147906074987517e-02,2.777853608141408331e-02,2.778198942552075751e-02,2.777969650934205767e-02,2.777695097039209124e-02,2.778198570023046599e-02,2.778728306303487883e-02,2.778942696760163672e-02,2.778718993077741034e-02,2.778558805594907172e-02,2.777794748554693674e-02,2.777124755094514952e-02,2.776474878201948271e-02,2.775551937530503638e-02,2.775567397485242602e-02,2.775567583749757872e-02,2.774736098955140826e-02,2.774010971198545214e-02,2.773481979976163275e-02,2.773456275473104235e-02,2.773578092465863593e-02,2.773502841601835009e-02,2.772328443835244544e-02,2.771684713671671019e-02,2.769386209557519671e-02,2.767753042290673968e-02,2.765436843047604926e-02,2.760274708281026598e-02,2.756771631548867590e-02,2.753368578861223326e-02,2.750511281202302691e-02,2.746633254001603838e-02,2.752320282171235449e-02,2.748784981677995440e-02,2.750465087602601416e-02,1.000000000000099920e+00
1.111136317253112793e+00,1.111194372177124023e+00,1.110727787017822266e+00,1.110630035400390625e+00,1.110561609268188477e+00,1.110203504562377930e+00,1.110318541526794434e+00,1.110227227210998535e+00,1.110200524330139160e+00,1.110058784484863281e+00,1.109824419021606445e+00,1.109820127487182617e+00,1.109738111495971680e+00,1.109789729118347168e+00,1.109511852264404297e+00,1.109317898750305176e+00,1.109308481216430664e+00,1.109151959419250488e+00,1.108944296836853027e+00,1.108914136886596680e+00,1.108703851699829102e+00,1.108561158180236816e+00,1.108551383018493652e+00,1.108361959457397461e+00,1.107980012893676758e+00,1.107661485671997070e+00,1.107537508010864258e+00,1.107145786285400391e+00,1.106932520866394043e+00,1.106717586517333984e+00,1.106364011764526367e+00,1.106212615966796875e+00,1.105774402618408203e+00,1.105408072471618652e+00,1.104931235313415527e+00,1.104487180709838867e+00,1.104083299636840820e+00,1.103710174560546875e+00,1.103415131568908691e+00,1.103030920028686523e+00,1.102391839027404785e+00,1.101692199707031250e+00,1.101032376289367676e+00,1.100343585014343262e+00,1.099830031394958496e+00,1.099250435829162598e+00,1.098654270172119141e+00,1.098284721374511719e+00,1.097456812858581543e+00,1.096526861190795898e+00,1.095818638801574707e+00,1.095372557640075684e+00,1.095188975334167480e+00,1.094896554946899414e+00,1.094412684440612793e+00,1.093831062316894531e+00,1.092684030532836914e+00,1.090530037879943848e+00,0.000000000000000000e+00
2.583354339013562567e-02,2.583955787132249590e-02,2.583106048415170081e-02,2.582818642268644438e-02,2.582865580926404364e-02,2.581126615415082690e-02,2.582704648385511156e-02,2.581833489249215491e-02,2.583161741505132433e-02,2.581715211282239672e-02,2.582245692620740649e-02,2.582705765972600695e-02,2.581921406100259539e-02,2.582693845043645617e-02,2.581357397149072752e-02,2.581221610317693468e-02,2.582046948383317359e-02,2.582220546911226031e-02,2.581865154216752417e-02,2.581803873191343066e-02,2.580660954127774950e-02,2.581114508221613035e-02,2.580853365371690161e-02,2.581406198451982256e-02,2.580728568146692034e-02,2.579884603629575487e-02,2.579252049336896654e-02,2.579028718183503863e-02,2.579142339537606604e-02,2.578924037526116736e-02,2.577929571280942328e-02,2.577680535624490496e-02,2.576463669548497565e-02,2.577109262357221015e-02,2.576223202059732195e-02,2.575592882941232439e-02,2.575764432559476264e-02,2.575461566458211657e-02,2.575522474954591162e-02,2.574486471722589251e-02,2.573985047648416277e-02,2.571813762197958098e-02,2.568851225088105913e-02,2.566443942497239478e-02,2.565094083557592497e-02,2.563959732661710497e-02,2.560377307246194598e-02,2.560127899060712572e-02,2.559193037460313555e-02,2.557235397408471819e-02,2.555181831131444689e-02,2.556936070332990057e-02,2.559437975297437426e-02,2.563753537843690630e-02,2.565874904404149767e-02,2.574091590950952288e-02,2.570847794423566576e-02,2.566178701827989336e-02,1.000000000000099920e+00
1.115408301353454590e+00,1.114922881126403809e+00,1.113832950592041016e+00,1.114847421646118164e+00,1.113819599151611328e+00,1.114629745483398438e+00,1.113529920578002930e+00,1.113325119018554688e+00,1.113079547882080078e+00,1.112867712974548340e+00,1.112284541130065918e+00,1.111759543418884277e+00,1.112103819847106934e+00,1.111054539680480957e+00,1.111735701560974121e+00,1.111106276512145996e+00,1.111303687095642090e+00,1.110881209373474121e+00,1.109858751296997070e+00,1.110023379325866699e+00,1.109449625015258789e+00,1.109484672546386719e+00,1.109366893768310547e+00,1.108657240867614746e+00,1.108514308929443359e+00,1.107485294342041016e+00,1.107220053672790527e+00,1.106327533721923828e+00,1.105816721916198730e+00,1.105689764022827148e+00,1.105062723159790039e+00,1.104487299919128418e+00,1.103474617004394531e+00,1.102681159973144531e+00,1.102017402648925781e+00,1.101220369338989258e+00,1.100270986557006836e+00,1.099753141403198242e+00,1.099188089370727539e+00,1.098582029342651367e+00,1.097568035125732422e+00,1.096294879913330078e+00,1.095699429512023926e+00,1.094622611999511719e+00,1.093619942665100098e+00,1.092748761177062988e+00,1.091990113258361816e+00,1.091119527816772461e+00,1.089378952980041504e+00,1.088091015815734863e+00,1.086443305015563965e+00,1.085027813911437988e+00,1.083581686019897461e+00,1.082338333129882812e+00,1.080943703651428223e+00,1.079570055007934570e+00,1.077196121215820312e+00,1.076080083847045898e+00,0.000000000000000000e+00
1.420115400115714785e-02,1.422105729589925351e-02,1.418853364894853523e-02,1.423927024016843554e-02,1.423866488049493548e-02,1.420954614887700793e-02,1.419784408072696270e-02,1.420526392767892596e-02,1.419361867020593228e-02,1.421447563926444939e-02,1.422375440607534167e-02,1.421236991892324206e-02,1.420867349962459149e-02,1.418071519593463482e-02,1.421716716150508639e-02,1.420091185728774956e-02,1.422888692478404757e-02,1.421287097046838518e-02,1.417787931869493416e-02,1.418768335143790957e-02,1.419044006625877138e-02,1.421040110300050494e-02,1.420192699889408043e-02,1.420583296577201428e-02,1.420223247269855257e-02,1.420385297397838351e-02,1.422015111903415438e-02,1.421393640349374356e-02,1.421126630167232445e-02,1.422402728358970574e-02,1.422458607713447329e-02,1.421266887346969536e-02,1.420840434740052935e-02,1.420804578820930239e-02,1.420339476327167269e-02,1.421916391710506197e-02,1.421376224617229046e-02,1.421366911391482718e-02,1.421798113743530205e-02,1.421294827024208000e-02,1.421027164916263338e-02,1.420355029414163348e-02,1.421569008390174624e-02,1.420878246436582323e-02,1.418804284195171114e-02,1.419493649164901318e-02,1.419231574992404522e-02,1.416552159945235791e-02,1.411586254845128771e-02,1.406301651159988335e-02,1.398542430261836764e-02,1.392957475046382662e-02,1.390577107677922961e-02,1.387088466445670666e-02,1.381097268323169293e-02,1.376872044066653963e-02,1.372713688770995852e-02,1.382861286411748471e-02,1.000000000000099920e+00
1.098788857460021973e+00,1.098861455917358398e+00,1.099636435508728027e+00,1.100289106369018555e+00,1.099041819572448730e+00,1.099043726921081543e+00,1.099010944366455078e+00,1.098838210105895996e+00,1.098616838455200195e+00,1.096466183662414551e+00,1.097080945968627930e+00,1.095783233642578125e+00,1.097079634666442871e+00,1.095525741577148438e+00,1.093999505043029785e+00,1.094953179359436035e+00,1.094214081764221191e+00,1.093271851539611816e+00,1.093283414840698242e+00,1.093288064002990723e+00,1.092797994613647461e+00,1.091806411743164062e+00,1.092542052268981934e+00,1.091471672058105469e+00,1.089917302131652832e+00,1.090006351470947266e+00,1.089056253433227539e+00,1.088296771049499512e+00,1.087249398231506348e+00,1.088551521301269531e+00,1.085897088050842285e+00,1.085891127586364746e+00,1.083424806594848633e+00,1.083408594131469727e+00,1.082633614540100098e+00,1.082524061203002930e+00,1.079819321632385254e+00,1.080121517181396484e+00,1.079286336898803711e+00,1.078436017036437988e+00,1.076985120773315430e+00,1.075277328491210938e+00,1.074680924415588379e+00,1.072813630104064941e+00,1.071419477462768555e+00,1.070513248443603516e+00,1.069709658622741699e+00,1.068506717681884766e+00,1.067340850830078125e+00,1.066151618957519531e+00,1.064209222793579102e+00,1.062312960624694824e+00,1.061166644096374512e+00,1.059481143951416016e+00,1.059254288673400879e+00,1.057888269424438477e+00,1.055392026901245117e+00,1.054226160049438477e+00,0.000000000000000000e+00
