1.270000066142529249e-04,2.540000132285058498e-04,3.810000198427587748e-04,5.080000264570116997e-04,6.350000621750950813e-04,7.620000396855175495e-04,8.890000171959400177e-04,1.016000052914023399e-03,1.143000088632106781e-03,1.270000124350190163e-03,1.397000043652951717e-03,1.524000079371035099e-03,1.651000115089118481e-03,1.778000034391880035e-03,1.905000070109963417e-03,2.032000105828046799e-03,2.286000177264213562e-03,2.540000248700380325e-03,2.794000087305903435e-03,3.048000158742070198e-03,3.302000230178236961e-03,3.556000068783760071e-03,3.810000140219926834e-03,4.064000211656093597e-03,4.572000354528427124e-03,5.080000497400760651e-03,5.588000174611806870e-03,6.096000317484140396e-03,6.604000460356473923e-03,7.112000137567520142e-03,7.620000280439853668e-03,8.128000423312187195e-03,9.144000709056854248e-03,1.016000099480152130e-02,1.117600034922361374e-02,1.219200063496828079e-02,1.320800092071294785e-02,1.422400027513504028e-02,1.524000056087970734e-02,1.625600084662437439e-02,1.828800141811370850e-02,2.032000198960304260e-02,2.235200069844722748e-02,2.438400126993656158e-02,2.641600184142589569e-02,2.844800055027008057e-02,3.048000112175941467e-02,3.251200169324874878e-02,3.657600283622741699e-02,4.064000397920608521e-02,4.470400139689445496e-02,4.876800253987312317e-02,5.283200368285179138e-02,5.689600110054016113e-02,6.096000224351882935e-02,6.502400338649749756e-02,7.315200567245483398e-02,8.128000795841217041e-02,8.940800279378890991e-02,9.753600507974624634e-02,1.056640073657035828e-01,1.137920022010803223e-01
1.154232297029865517e+00,1.158475563548192255e+00,1.160962053794594162e+00,1.134337795050506248e+00,1.147143296181929673e+00,1.127039861630906081e+00,1.130913200121250517e+00,1.132634432519340262e+00,1.114546889637998195e+00,1.131132094932335352e+00,1.153275739886376661e+00,1.145464135739364897e+00,1.128637326004918284e+00,1.147946148593823379e+00,1.148175136735275714e+00,1.148855570540385784e+00,1.131657283586414042e+00,1.127731337315317495e+00,1.159327158056959517e+00,1.125843479601956743e+00,1.130461256597129038e+00,1.139941815067881503e+00,1.116146920647994367e+00,1.133040665091009203e+00,1.149434679645645385e+00,1.128156273956855360e+00,1.118255556336964496e+00,1.129624737000658241e+00,1.120875101587973210e+00,1.115666036412580109e+00,1.119043701649947709e+00,1.124885592064165829e+00,1.120155812127561212e+00,1.123814642476040015e+00,1.116830365540048220e+00,1.119539079861299635e+00,1.121962174141587942e+00,1.117086830508486228e+00,1.121094142943332317e+00,1.115187218158441906e+00,1.117217288432699851e+00,1.113844499831033286e+00,1.118955616412211862e+00,1.113442282325028065e+00,1.113943438136695718e+00,1.115328173137966505e+00,1.119912235221018904e+00,1.120485623602761827e+00,1.119235106146396763e+00,1.120281532929281232e+00,1.119613954069572870e+00,1.118182575377682619e+00,1.113749754986212981e+00,1.114611286221985464e+00,1.115873548828716810e+00,1.117517671627318743e+00,1.118358474166741168e+00,1.118131720136976925e+00,1.111711133724855305e+00,1.117286021008733199e+00,1.114211495768179239e+00,nan
1.541735574003907407e-02,1.551505158210114872e-02,1.549456604849210745e-02,1.521662051192466773e-02,1.543611118882461282e-02,1.518569889508621443e-02,1.523974397981799241e-02,1.507443466801619905e-02,1.515299964147554662e-02,1.544019029073482978e-02,1.543737521412490502e-02,1.538441272441005113e-02,1.535910789112060817e-02,1.560228410235982126e-02,1.546538152877325462e-02,1.185501733201362040e-02,1.170828590182949359e-02,1.163257727329762743e-02,1.176982710197189627e-02,1.174446093267090228e-02,1.162414532224161426e-02,1.173069097515533864e-02,1.166839803797283664e-02,9.463945962468939266e-03,9.453024423444533753e-03,9.263392812707152077e-03,9.322658231357951186e-03,9.387377520560642036e-03,9.461155219603573779e-03,9.301962060314342487e-03,9.374722600911768525e-03,7.908513229971728120e-03,7.942459217201856131e-03,7.914969977672861937e-03,7.981053870083701374e-03,7.901315405347015403e-03,8.090662422959289321e-03,8.060592730876777606e-03,8.024161193321627944e-03,7.108345923435137673e-03,7.059419376413021349e-03,7.123485184419782110e-03,7.177971988672739168e-03,7.202074715233647631e-03,7.220733155835273517e-03,7.291676858024133054e-03,7.319591557217106081e-03,6.773052176965293873e-03,6.783063845880474806e-03,6.855517654385653512e-03,6.852289810057085769e-03,6.838282210314450098e-03,6.864189073750991132e-03,6.876910023897027553e-03,6.891912329545766581e-03,6.569925951742930023e-03,6.865360080023425425e-03,7.266805027966920759e-03,7.653512967648300365e-03,8.480385476388052277e-03,9.862355532893782653e-03,inf
1.026119814090556082e+00,1.088966285455460925e+00,1.079273254279045968e+00,1.079358731010193972e+00,1.082492703583154636e+00,1.112065892292997349e+00,1.103323652981350600e+00,1.065410229419750499e+00,1.099980583688965563e+00,1.085062116578702884e+00,1.070179864479120724e+00,1.079604416229193120e+00,1.042215584539065043e+00,1.061829980266474571e+00,1.041608219472988095e+00,1.074968692387467284e+00,1.109499308196806089e+00,1.084933487545825193e+00,1.066730753833547096e+00,1.054496031266165756e+00,1.091831338847689237e+00,1.061919996027747892e+00,1.079418000672522693e+00,1.084140151872509783e+00,1.068257181400431799e+00,1.054484322451131328e+00,1.076834561190379125e+00,1.065739895290813699e+00,1.053364962264208726e+00,1.071145702343558437e+00,1.071873703215405316e+00,1.059900339525669200e+00,1.072364680525156322e+00,1.056174338961838099e+00,1.067905487143107512e+00,1.070181650369267379e+00,1.055054699906398774e+00,1.063253773992039575e+00,1.072044704335522125e+00,1.054055384079761737e+00,1.066645460719661376e+00,1.072195179300573953e+00,1.068013016541796478e+00,1.069104378322064175e+00,1.066118404253892482e+00,1.063147123370552949e+00,1.065153440952317565e+00,1.069143645863497749e+00,1.058527612400712803e+00,1.059219703251470301e+00,1.068130877265387912e+00,1.071103423431637003e+00,1.063562696697691434e+00,1.069792969649647096e+00,1.069145488107036579e+00,1.063321494545329537e+00,1.048946835492624130e+00,1.048147993673474998e+00,1.065648195677399546e+00,1.063327716742542561e+00,1.065980944655748441e+00,nan
2.098688830338327899e-02,2.140529619154482241e-02,2.137314246864117570e-02,2.164592858760626057e-02,2.139072589736486577e-02,2.175372423360720855e-02,2.181204241196147212e-02,2.137214725124106721e-02,2.188983722632738271e-02,2.144058857346736735e-02,2.136092597669269483e-02,2.147356893152331525e-02,2.102122685007791134e-02,2.125611335155665194e-02,2.122548852267411995e-02,1.557885320025902826e-02,1.576019958756536693e-02,1.567661238743613822e-02,1.561163360809238870e-02,1.556398242335249940e-02,1.574383898679552335e-02,1.568898520295714319e-02,1.575993059329520996e-02,1.166952778770696114e-02,1.167201494463479886e-02,1.147622139581750203e-02,1.167184205625662781e-02,1.167148993069420937e-02,1.153123076181695149e-02,1.166508263322106088e-02,1.174753586351542402e-02,9.087698148253048683e-03,9.097474719933352008e-03,9.039384816013887672e-03,9.099435285932806414e-03,9.145874927862439677e-03,9.114648031400206588e-03,9.119833645358134053e-03,9.243866418259180651e-03,7.363087893548006350e-03,7.498079587116082689e-03,7.627230692614058588e-03,7.637944276318085410e-03,7.661713558971413110e-03,7.706835548901849742e-03,7.739592009097900384e-03,7.791176967431617806e-03,6.588143618750741046e-03,6.615399308980282438e-03,6.709688169130266326e-03,6.831117947137511914e-03,6.934485841709562941e-03,6.941988013747322356e-03,7.044321387535181986e-03,7.083287636898083495e-03,6.280976360244020125e-03,6.639285432240290413e-03,7.140588285095222400e-03,7.887852898622434161e-03,8.965253813373036743e-03,1.082832930043789617e-02,inf
1.047738175803417882e+00,1.034529208672508860e+00,1.053032021721143296e+00,1.013454728305788199e+00,1.042282377789492287e+00,1.035295785429867443e+00,1.061107076522723514e+00,1.030148633234555522e+00,1.025381449319312965e+00,1.030174873168833161e+00,1.004062278375010164e+00,1.018918985430854018e+00,1.011415817367326220e+00,1.022785725050978423e+00,9.832379291995573256e-01,1.026150686923269273e+00,1.052850904984354186e+00,1.015104360277216511e+00,1.031227999101136827e+00,1.037298525651379810e+00,1.056899876689144868e+00,1.069169358493159416e+00,1.014830473190212468e+00,1.070622495381024830e+00,1.038184802767352366e+00,1.037748137563302420e+00,1.023483489578466132e+00,1.028643773778880499e+00,1.019672893741713215e+00,1.049302981709097748e+00,1.051133025459775050e+00,1.040539212104224953e+00,1.023643577236922120e+00,1.022457911115623119e+00,1.019177588390345113e+00,1.030593942899522997e+00,1.020403399053916971e+00,1.025795587343353743e+00,1.020283531228835194e+00,1.032381495597543664e+00,1.039082210720103205e+00,1.027978080577313991e+00,1.051581404361197514e+00,1.036123119916295687e+00,1.037692635650603989e+00,1.014361062478148723e+00,1.038261894307252575e+00,1.034601915602270106e+00,1.035778390685462513e+00,1.030449841371445574e+00,1.026014563737537300e+00,1.022107854382143355e+00,1.044451406508608349e+00,1.029272461366994129e+00,1.033577457932837174e+00,1.032227124472273161e+00,1.030172575701651549e+00,1.025760835885143329e+00,1.029729515106944548e+00,1.030822220236680131e+00,1.020870717226747271e+00,nan
2.444796327626360191e-02,2.437923432702003915e-02,2.471461556809396651e-02,2.420869355018714225e-02,2.448173206160495982e-02,2.430966508373683804e-02,2.499663986067585802e-02,2.443073585636840531e-02,2.423141704822369055e-02,2.444163541387156524e-02,2.431610683818178492e-02,2.428141562965586628e-02,2.431300413043430836e-02,2.442963161937832667e-02,2.392742334760585357e-02,1.751076199798634950e-02,1.785961795496918830e-02,1.754017238215514751e-02,1.764033178572282923e-02,1.768724544399572982e-02,1.794160455564201145e-02,1.806920950970938508e-02,1.771481357067941284e-02,1.312717867555219207e-02,1.300576865991101908e-02,1.304871500455066433e-02,1.288107489340978642e-02,1.300229196285909716e-02,1.292086136171628069e-02,1.312355861700200549e-02,1.319845686834274917e-02,9.853871666714744335e-03,9.792406743227899391e-03,9.806014494125180059e-03,9.812955484152679694e-03,9.912624794541349468e-03,9.838686047945053442e-03,9.915053576263531745e-03,9.886735461859854843e-03,7.748137966751843936e-03,7.857114603976653525e-03,7.845937573251377667e-03,7.997780503226829471e-03,8.009132964104454661e-03,8.115745566395994939e-03,8.018493705560222895e-03,8.248284396705165070e-03,6.627207436244583402e-03,6.724371787041269651e-03,6.737021458556723130e-03,6.891788233345787391e-03,6.980009090573779072e-03,7.170473700057115700e-03,7.196158738183768694e-03,7.305325908622839828e-03,6.301008905944101290e-03,6.697962189506520732e-03,7.364048661691717686e-03,8.204390303138440338e-03,9.403789480957030350e-03,1.131305373215606321e-02,inf
1.051593710894658917e+00,1.038984130287862406e+00,1.028029457409108227e+00,9.630483213507494700e-01,1.011802559288041081e+00,1.052529740162590821e+00,9.964589420836232891e-01,1.049767723733641134e+00,1.045068830810615745e+00,1.021303711560521243e+00,1.018720712467086953e+00,9.550054187098950820e-01,1.017967358764035657e+00,9.690122933239281311e-01,9.823016835374863698e-01,9.871823704951695477e-01,9.874348166020283646e-01,9.983316461872677738e-01,1.003595122297280762e+00,9.895137755689672465e-01,9.996843454133108597e-01,1.005853125131956904e+00,9.939128639096563855e-01,1.001791890900289417e+00,1.003226839159859329e+00,1.000423162803175225e+00,9.795343007686333481e-01,9.907639236838891028e-01,9.965438804298164532e-01,1.004088312887376100e+00,9.784823589789594100e-01,9.937233044413427141e-01,9.985993124946835886e-01,9.933493910345579936e-01,9.968564304526758013e-01,1.007152845989706336e+00,9.874471954934993523e-01,1.006184968264541402e+00,1.005763105152193804e+00,1.002022066183800186e+00,1.002308607905042281e+00,1.002534248702247721e+00,1.006159142405165685e+00,1.011903245683201558e+00,1.014152311522382499e+00,1.007919531414877667e+00,1.000608360878947778e+00,1.005010476700227473e+00,9.993229266579415349e-01,1.004667013072013670e+00,1.006922684957572312e+00,9.986899595128121421e-01,1.001317192633796482e+00,1.010305720051859035e+00,1.003547608818738279e+00,1.008171646571382585e+00,1.004384140474574139e+00,1.009797578900718085e+00,1.005318162616639865e+00,9.980521231901671175e-01,9.980518211951361351e-01,nan
2.023647739473131285e-02,2.011293159538010689e-02,2.003518741650895871e-02,1.945007560450685152e-02,1.992230245289520335e-02,2.030621187800114510e-02,1.984113033906848012e-02,2.030673945664071556e-02,2.026607696959768085e-02,2.010613568773905388e-02,2.004844973513544154e-02,1.938149990281574225e-02,2.001298293003180712e-02,1.960924966847901393e-02,1.975029101796645092e-02,1.409093523440394652e-02,1.411517794767750897e-02,1.414301126352923363e-02,1.422228373467173887e-02,1.411675083191187181e-02,1.429607699066544335e-02,1.432807975843114305e-02,1.421434854714674623e-02,1.029157688861618083e-02,1.033902885017696019e-02,1.030427666004747958e-02,1.025351409832849121e-02,1.026855171670835315e-02,1.032507647511226971e-02,1.038359097945395007e-02,1.029959824626976855e-02,7.594826189166375974e-03,7.666522550355353571e-03,7.625362670997804307e-03,7.669997219437132974e-03,7.765859338631836070e-03,7.712663826014874366e-03,7.835176956399280204e-03,7.845882378745810959e-03,5.886294386174785107e-03,5.950931274985511374e-03,5.949566757441132267e-03,6.062323561767063093e-03,6.123849573712969278e-03,6.191993885169638778e-03,6.229435665329580672e-03,6.224309238514660197e-03,4.859228382767222590e-03,4.929925499336787996e-03,5.007700667737806366e-03,5.119098624745521686e-03,5.197533529571550515e-03,5.286829127652412780e-03,5.421932631891855647e-03,5.482224386971764479e-03,4.551177195169665152e-03,4.900389145148532737e-03,5.387524851008794989e-03,6.002243104450903644e-03,6.868299447971730476e-03,8.417858550714057975e-03,inf
1.057183119929278492e+00,1.027193955124602542e+00,1.019270779600113919e+00,9.991534139949275195e-01,1.012865956561024738e+00,1.003036771078468448e+00,9.979309219058438707e-01,9.835187726950752607e-01,9.863696577389879927e-01,9.810294590971432305e-01,9.727892378177678268e-01,9.767336699860467153e-01,9.889321514124824741e-01,9.942508707397255119e-01,1.009724429766789777e+00,9.966050627891311908e-01,1.003393066328786221e+00,9.973262666971302037e-01,1.003880403854377379e+00,9.840536406732186547e-01,9.958223412078751613e-01,9.699859720525162432e-01,9.953663163084658372e-01,9.875028586658617380e-01,1.007368166425263833e+00,1.008637262003112989e+00,9.999654739605143838e-01,9.877586796723210050e-01,9.906097516721864560e-01,9.929861285730202658e-01,9.965813697667891269e-01,9.966232328730165735e-01,1.000999580250021781e+00,1.003848886647680905e+00,1.012137218588688770e+00,1.000357812354390363e+00,1.012929970201791097e+00,9.963072444820886275e-01,9.917232910454271133e-01,1.000475819736015293e+00,9.953493030644409156e-01,1.003572519814112329e+00,1.004924438341308068e+00,9.936158372869978717e-01,9.952106891770100550e-01,9.936337280116330772e-01,9.960659010291038618e-01,1.000891259555325208e+00,1.000497484073656684e+00,1.000031070607176886e+00,1.001349991227851621e+00,1.001012703165720996e+00,9.972150186459445287e-01,1.002271649945218002e+00,9.977155014913676734e-01,9.939878656280994873e-01,1.001409903496839560e+00,1.001648679072339787e+00,9.990354651010765474e-01,9.882705494650041445e-01,1.001928437137715733e+00,nan
